"PVWatts: Hourly PV Performance Data"
"Requested Location:","havlickova borova"
"Location:","BIELSKO BIALA, POLAND"
"Lat (deg N):","49.67"
"Long (deg E):","19.25"
"Elev (m):","399"
"DC System Size (kW):","1"
"Module Type:","Standard"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","15"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","No utility data available"
"Capacity Factor (%)","9.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","18","12","650","193","10.6","4","807.194","31.158","672.863","647.242"
"4","18","13","607","187","10.7","4","716.524","29.359","601.536","578.889"
"4","18","14","580","163","10.9","4","595.002","26.301","503.956","485.069"
"4","18","15","597","117","11","5","458.145","21.156","389.534","374.606"
"4","18","16","629","58","10.1","4","290.119","17.071","233.043","222.74"
"4","18","17","0","112","9.3","3","106.275","11.313","97.185","90.16"
"4","18","18","0","0","8.4","2","0","8.4","0","0"
"4","18","19","0","0","7.4","2","0","7.4","0","0"
"4","18","20","0","0","6.4","2","0","6.4","0","0"
"4","18","21","0","0","5.4","3","0","5.4","0","0"
"4","18","22","0","0","4.4","2","0","4.4","0","0"
"4","18","23","0","0","3.4","2","0","3.4","0","0"
"4","19","0","0","0","2.4","2","0","2.4","0","0"
"4","19","1","0","0","1.4","2","0","1.4","0","0"
"4","19","2","0","0","0.4","2","0","0.4","0","0"
"4","19","3","0","0","-0.6","2","0","-0.6","0","0"
"4","19","4","0","49","0.6","1","48.165","-0.82","46.406","40.429"
"4","19","5","0","144","1.8","1","118.819","3.583","112.366","105.008"
"4","19","6","96","164","3","1","187.771","8.051","169.177","160.5"
"4","19","7","88","230","4.4","1","273.01","13.188","245.216","234.586"
"4","19","8","32","257","5.8","1","275.42","15.29","247.085","236.405"
"4","19","9","36","300","7.2","2","334.368","16.764","298.268","286.148"
"4","19","10","122","355","8.5","2","481.068","22.835","417.377","401.53"
"4","19","11","308","327","9.9","2","636.488","29.523","535.041","514.995"
"4","19","12","382","289","11.2","3","665.243","29.821","558.281","537.344"
"4","19","13","350","268","11.7","2","578.446","30.366","483.632","465.484"
"4","19","14","399","212","12.2","2","515.357","28.596","432.534","416.175"
"4","19","15","417","154","12.7","2","395.563","25.206","331.933","318.813"
"4","19","16","438","93","11.9","2","256.147","19.584","208.242","198.589"
"4","19","17","0","98","11","2","93.318","12.868","84.75","77.99"
"4","19","18","0","0","10.2","3","0","10.2","0","0"
"4","19","19","0","0","8.9","2","0","8.9","0","0"
"4","19","20","0","0","7.5","1","0","7.5","0","0"
"4","19","21","0","0","6.2","0","0","6.2","0","0"
"4","19","22","0","0","5.4","1","0","5.4","0","0"
"4","19","23","0","0","4.6","2","0","4.6","0","0"
"4","20","0","0","0","3.8","4","0","3.8","0","0"
"4","20","1","0","0","3.7","3","0","3.7","0","0"
"4","20","2","0","0","3.7","2","0","3.7","0","0"
"4","20","3","0","0","3.6","2","0","3.6","0","0"
"4","20","4","0","50","4.7","2","49.148","3.701","46.455","40.478"
"4","20","5","0","148","5.9","3","122.877","7.399","114.309","106.909"
"4","20","6","178","166","7","4","214.26","10.956","187.15","178.031"
"4","20","7","166","234","10","4","317.656","16.916","278.957","267.391"
"4","20","8","176","290","13.1","5","414.802","21.643","360.161","346.17"
"4","20","9","200","328","16.1","6","500.932","25.715","428.219","412.007"
"4","20","10","223","346","16.6","5","560.692","28.886","472.671","454.915"
"4","20","11","310","327","17","4","638.842","32.913","528.287","508.496"
"4","20","12","291","318","17.5","4","606.174","32.83","501.409","482.615"
"4","20","13","353","269","17.7","4","582.558","32.357","482.413","464.308"
"4","20","14","588","162","17.8","4","601.862","32.86","494.068","475.543"
"4","20","15","709","75","18","5","478.065","28.684","391.057","376.079"
"4","20","16","634","75","16.5","5","312.04","23.143","245.789","235.143"
"4","20","17","0","120","14.9","5","113.608","16.633","101.45","94.333"
"4","20","18","0","0","13.4","5","0","13.4","0","0"
"4","20","19","0","0","13","4","0","13","0","0"
"4","20","20","0","0","12.7","3","0","12.7","0","0"
"4","20","21","0","0","12.3","2","0","12.3","0","0"
"4","20","22","0","0","11.4","2","0","11.4","0","0"
"4","20","23","0","0","10.5","2","0","10.5","0","0"
"4","21","0","0","0","9.6","2","0","9.6","0","0"
"4","21","1","0","0","9.3","1","0","9.3","0","0"
"4","21","2","0","0","9.1","1","0","9.1","0","0"
"4","21","3","0","0","8.8","1","0","8.8","0","0"
"4","21","4","0","77","9.3","2","75.688","9.245","69.847","63.398"
"4","21","5","0","236","9.9","3","175.633","13.042","159.384","150.944"
"4","21","6","688","65","10.4","4","265.677","15.872","203.96","194.417"
"4","21","7","733","90","12.3","3","454.609","23.904","374.31","359.871"
"4","21","8","755","112","14.3","3","622.781","31.077","512.329","493.133"
"4","21","9","767","131","16.2","3","758.737","37.084","612.283","589.2"
"4","21","10","773","145","17.1","2","850.61","43.749","665.583","640.275"
"4","21","11","774","147","18.1","2","884.195","46.001","684.286","658.172"
"4","21","12","770","139","19","2","858.626","46.273","663.38","638.166"
"4","21","13","619","185","19","2","727.861","42.504","572.605","551.109"
"4","21","14","408","211","19","3","522.091","33.955","427.016","410.845"
"4","21","15","356","168","19","4","377.439","28.358","312.916","300.366"
"4","21","16","522","84","18","2","281.387","26.355","220.374","210.406"
"4","21","17","0","124","16.9","1","117.265","20.602","102.837","95.689"
"4","21","18","0","0","15.9","0","0","15.9","0","0"
"4","21","19","0","0","13.7","1","0","13.7","0","0"
"4","21","20","0","0","11.6","2","0","11.6","0","0"
"4","21","21","0","0","9.4","3","0","9.4","0","0"
"4","21","22","0","0","9.2","2","0","9.2","0","0"
"4","21","23","0","0","9","1","0","9","0","0"
"4","22","0","0","0","8.8","1","0","8.8","0","0"
"4","22","1","0","0","7.6","1","0","7.6","0","0"
"4","22","2","0","0","6.3","2","0","6.3","0","0"
"4","22","3","0","0","5.1","3","0","5.1","0","0"
"4","22","4","0","81","6.8","3","79.62","6.872","74.238","67.699"
"4","22","5","0","241","8.5","3","181.267","11.806","165.403","156.817"
"4","22","6","690","65","10.2","3","268.784","16.369","206.466","196.858"
"4","22","7","734","91","12.2","2","458.579","25.474","375.203","360.736"
"4","22","8","756","113","14.3","1","626.753","36.919","501.199","482.413"
"4","22","9","767","132","16.3","1","761.835","44.131","593.272","570.957"
"4","22","10","673","196","17.2","2","821.297","43.034","645.123","620.682"
"4","22","11","690","191","18.1","3","858.886","42.161","678.062","652.218"
"4","22","12","466","264","19","5","717.08","35.613","585.019","563.033"
"4","22","13","429","248","19.1","5","632.888","33.519","521.068","501.548"
"4","22","14","600","160","19.1","5","610.551","32.828","501.376","482.584"
"4","22","15","622","116","19.2","5","475.77","29.866","388.684","373.783"
"4","22","16","638","58","18.2","4","298.969","25.468","232.116","221.838"
"4","22","17","0","157","17.3","3","147.154","20.575","129.064","121.331"
"4","22","18","0","0","16.3","2","0","16.3","0","0"
"4","22","19","0","0","14.1","2","0","14.1","0","0"
"4","22","20","0","0","12","2","0","12","0","0"
"4","22","21","0","0","9.8","2","0","9.8","0","0"
"4","22","22","0","0","9","1","0","9","0","0"
"4","22","23","0","0","8.2","1","0","8.2","0","0"
"4","23","0","0","0","7.4","1","0","7.4","0","0"
"4","23","1","0","0","6.9","1","0","6.9","0","0"
"4","23","2","0","0","6.5","2","0","6.5","0","0"
"4","23","3","0","0","6","3","0","6","0","0"
"4","23","4","0","71","7.6","3","69.79","7.4","64.924","58.576"
"4","23","5","0","179","9.2","3","147.506","11.515","134.769","126.906"
"4","23","6","326","156","10.8","4","251.201","15.818","209.252","199.572"
"4","23","7","307","220","12.9","4","377","21.448","321.793","308.979"
"4","23","8","324","267","14.9","4","495.22","26.771","418.797","402.902"
"4","23","9","363","292","17","4","601.206","31.806","498.836","480.137"
"4","23","10","478","271","17.4","3","725.311","37.304","586.642","564.591"
"4","23","11","491","268","17.9","3","754.126","38.951","605.203","582.407"
"4","23","12","665","191","18.3","3","825.006","41.265","654.173","629.35"
"4","23","13","626","184","18.3","3","734.886","39.168","588.069","565.961"
"4","23","14","602","160","18.4","3","613.059","35.788","496.226","477.622"
"4","23","15","624","116","18.4","3","478.082","31.802","387.065","372.217"
"4","23","16","456","95","16.8","3","268.497","24.075","214.415","204.602"
"4","23","17","0","97","15.3","3","92.406","16.906","82.416","75.705"
"4","23","18","0","0","13.7","4","0","13.7","0","0"
"4","23","19","0","0","12.4","4","0","12.4","0","0"
"4","23","20","0","0","11.1","4","0","11.1","0","0"
"4","23","21","0","0","9.8","4","0","9.8","0","0"
"4","23","22","0","0","8.7","3","0","8.7","0","0"
"4","23","23","0","0","7.7","2","0","7.7","0","0"
"4","24","0","0","0","6.6","1","0","6.6","0","0"
"4","24","1","0","0","6.2","1","0","6.2","0","0"
"4","24","2","0","0","5.8","1","0","5.8","0","0"
"4","24","3","0","0","5.4","2","0","5.4","0","0"
"4","24","4","0","16","4.7","2","15.727","2.607","14.935","9.561"
"4","24","5","0","45","4","3","42.982","3.038","40.742","34.877"
"4","24","6","2","74","3.3","4","72.15","3.302","68.211","61.796"
"4","24","7","2","100","2.4","4","97.917","3.156","92.715","85.786"
"4","24","8","3","125","1.5","4","123.474","2.995","117.03","109.568"
"4","24","9","3","146","0.6","4","144.666","2.72","137.302","129.38"
"4","24","10","3","159","0.7","4","157.902","3.231","149.547","141.34"
"4","24","11","3","163","0.8","4","162.037","3.48","153.302","145.006"
"4","24","12","3","154","0.9","4","153.016","3.361","144.84","136.743"
"4","24","13","3","135","0.6","3","133.912","2.814","127.047","119.36"
"4","24","14","3","111","0.4","3","109.845","1.839","104.631","97.444"
"4","24","15","3","86","0.1","3","84.884","0.713","81.199","74.515"
"4","24","16","3","59","-0.1","3","58.137","-0.372","55.782","49.619"
"4","24","17","0","30","-0.3","3","28.954","-1.538","27.98","22.36"
"4","24","18","0","1","-0.5","4","0.963","-2.416","0.934","0"
"4","24","19","0","0","-0.6","4","0","-0.6","0","0"
"4","24","20","0","0","-0.6","4","0","-0.6","0","0"
"4","24","21","0","0","-0.7","4","0","-0.7","0","0"
"4","24","22","0","0","-0.7","4","0","-0.7","0","0"
"4","24","23","0","0","-0.7","4","0","-0.7","0","0"
"4","25","0","0","0","-0.7","4","0","-0.7","0","0"
"4","25","1","0","0","-0.7","4","0","-0.7","0","0"
"4","25","2","0","0","-0.6","4","0","-0.6","0","0"
"4","25","3","0","0","-0.6","5","0","-0.6","0","0"
"4","25","4","0","57","-0.2","4","56.029","-0.777","53.972","47.845"
"4","25","5","0","177","0.2","3","148.79","2.443","141.394","133.378"
"4","25","6","694","68","0.6","2","280.334","7.884","225.776","215.666"
"4","25","7","310","223","1.6","3","383.237","11.415","342.563","329.119"
"4","25","8","181","298","2.5","4","428.088","12.725","387.224","372.37"
"4","25","9","3","147","3.5","6","145.652","5.766","136.447","128.545"
"4","25","10","3","161","4.3","6","159.885","6.319","149.431","141.227"
"4","25","11","46","342","5","6","393.346","11.827","358.862","344.912"
"4","25","12","43","323","5.8","7","369.398","11.93","336.85","323.581"
"4","25","13","38","287","6.1","6","323.471","11.908","294.942","282.918"
"4","25","14","36","239","6.5","6","266.555","11.06","243.781","233.189"
"4","25","15","38","182","6.8","6","202.508","9.943","185.61","176.529"
"4","25","16","53","121","6.7","5","138.649","8.643","126.162","118.495"
"4","25","17","0","31","6.5","4","29.921","5.745","28.034","22.413"
"4","25","18","0","2","6.4","3","1.925","4.344","1.815","0"
"4","25","19","0","0","4.7","3","0","4.7","0","0"
"4","25","20","0","0","2.9","3","0","2.9","0","0"
"4","25","21","0","0","1.2","3","0","1.2","0","0"
"4","25","22","0","0","0.8","2","0","0.8","0","0"
"4","25","23","0","0","0.4","1","0","0.4","0","0"
"4","26","0","0","0","0","1","0","0","0","0"
"4","26","1","0","0","-0.3","2","0","-0.3","0","0"
"4","26","2","0","0","-0.7","3","0","-0.7","0","0"
"4","26","3","0","0","-1","4","0","-1","0","0"
"4","26","4","0","19","-1.1","3","18.676","-2.881","18.149","12.715"
"4","26","5","0","48","-1.3","2","45.847","-2.388","44.462","38.524"
"4","26","6","3","75","-1.4","1","73.43","-1.47","70.787","64.319"
"4","26","7","2","101","-0.9","0","98.89","0.965","94.513","87.545"
"4","26","8","2","126","-0.5","0","123.781","3.279","117.19","109.725"
"4","26","9","3","147","0","0","145.648","5.35","136.687","128.78"
"4","26","10","3","162","0.9","0","160.873","7.346","149.688","141.477"
"4","26","11","46","343","1.9","1","394.325","15","354.705","340.885"
"4","26","12","43","325","2.8","2","371.436","14.184","335.33","322.107"
"4","26","13","114","316","3.2","2","425.672","16.143","380.717","366.073"
"4","26","14","107","265","3.5","3","350.809","12.946","317.771","305.077"
"4","26","15","209","197","3.9","4","322.381","11.327","291.016","279.106"
"4","26","16","358","111","3.1","3","250.217","9.317","216.64","206.769"
"4","26","17","0","122","2.4","3","115.475","4.485","108.782","101.504"
"4","26","18","0","12","1.6","3","11.573","0.114","11.107","5.803"
"4","26","19","0","0","1","3","0","1","0","0"
"4","26","20","0","0","0.4","3","0","0.4","0","0"
"4","26","21","0","0","-0.2","3","0","-0.2","0","0"
"4","26","22","0","0","-0.2","2","0","-0.2","0","0"
"4","26","23","0","0","-0.2","1","0","-0.2","0","0"
"4","27","0","0","0","-0.2","0","0","-0.2","0","0"
"4","27","1","0","0","-0.6","0","0","-0.6","0","0"
"4","27","2","0","0","-1","0","0","-1","0","0"
"4","27","3","0","0","-1.4","0","0","-1.4","0","0"
"4","27","4","0","106","-0.5","1","104.194","0.386","99.88","92.797"
"4","27","5","0","218","0.5","2","178.675","4.268","168.476","159.817"
"4","27","6","576","118","1.4","3","296.846","8.378","246.906","236.23"
"4","27","7","313","226","2.5","3","389.425","12.539","346.625","333.055"
"4","27","8","183","301","3.6","3","433.16","15.197","387.574","372.709"
"4","27","9","38","313","4.7","3","348.984","14.106","315.076","302.462"
"4","27","10","44","340","5.3","3","387.16","15.438","347.553","333.954"
"4","27","11","46","344","6","3","395.304","16.5","353.192","339.419"
"4","27","12","43","326","6.6","3","372.412","16.489","332.747","319.602"
"4","27","13","39","290","7.1","2","327.319","16.923","291.826","279.893"
"4","27","14","3","115","7.5","2","113.783","10.366","104.466","97.283"
"4","27","15","3","88","8","2","86.848","8.884","80.217","73.553"
"4","27","16","3","61","7.7","3","60.094","7.57","55.744","49.582"
"4","27","17","0","74","7.5","4","70.978","7.568","65.981","59.611"
"4","27","18","0","8","7.2","5","7.71","5.842","7.221","1.988"
"4","27","19","0","0","6.5","4","0","6.5","0","0"
"4","27","20","0","0","5.7","3","0","5.7","0","0"
"4","27","21","0","0","5","3","0","5","0","0"
"4","27","22","0","0","4.7","3","0","4.7","0","0"
"4","27","23","0","0","4.4","4","0","4.4","0","0"
"4","28","0","0","0","4.1","5","0","4.1","0","0"
"4","28","1","0","0","4.3","5","0","4.3","0","0"
"4","28","2","0","0","4.6","5","0","4.6","0","0"
"4","28","3","0","0","4.8","5","0","4.8","0","0"
"4","28","4","0","20","5.5","5","19.659","4.245","18.539","13.097"
"4","28","5","0","49","6.1","5","46.874","5.5","43.965","38.036"
"4","28","6","3","77","6.8","6","75.381","6.917","70.126","63.672"
"4","28","7","3","103","7.1","5","101.352","7.889","94.012","87.055"
"4","28","8","3","129","7.3","5","127.408","8.748","117.802","110.323"
"4","28","9","3","149","7.6","5","147.62","9.574","136.021","128.129"
"4","28","10","3","163","5.1","4","161.856","7.77","150.325","142.1"
"4","28","11","3","166","2.7","4","165","5.48","154.773","146.442"
"4","28","12","3","157","0.2","4","155.979","2.744","148.033","139.862"
"4","28","13","3","139","0.7","3","137.86","3.04","130.668","122.899"
"4","28","14","3","115","1.3","2","113.784","3.137","107.789","100.532"
"4","28","15","3","90","1.8","2","88.807","2.689","84.249","77.5"
"4","28","16","3","62","1.8","2","61.069","1.639","58.111","51.901"
"4","28","17","0","34","1.7","2","32.821","0.451","31.454","25.768"
"4","28","18","0","5","1.7","3","4.816","-0.328","4.631","0"
"4","28","19","0","0","1.6","2","0","1.6","0","0"
"4","28","20","0","0","1.4","2","0","1.4","0","0"
"4","28","21","0","0","1.3","2","0","1.3","0","0"
"4","28","22","0","0","1.6","2","0","1.6","0","0"
"4","28","23","0","0","1.8","2","0","1.8","0","0"
"4","29","0","0","0","2.1","3","0","2.1","0","0"
"4","29","1","0","0","2","3","0","2","0","0"
"4","29","2","0","0","1.9","3","0","1.9","0","0"
"4","29","3","0","0","1.8","4","0","1.8","0","0"
"4","29","4","0","21","1.8","4","19.265","0.296","18.474","13.034"
"4","29","5","0","50","1.7","4","47.843","0.983","45.747","39.783"
"4","29","6","2","77","1.7","4","75.072","1.781","71.443","64.961"
"4","29","7","2","105","1.8","3","102.8","2.797","97.494","90.462"
"4","29","8","3","129","1.9","3","127.405","3.723","120.384","112.848"
"4","29","9","3","150","2","3","148.605","4.535","139.953","131.97"
"4","29","10","3","164","1.7","3","162.844","4.731","153.241","144.947"
"4","29","11","3","167","1.5","4","165.989","4.302","156.491","148.119"
"4","29","12","3","157","1.2","5","155.975","3.411","147.61","139.448"
"4","29","13","40","293","2.6","4","331.173","9.634","305.01","292.693"
"4","29","14","38","245","4.1","3","274.018","11.015","250.664","239.886"
"4","29","15","118","206","5.5","3","276.415","12.251","249.669","238.918"
"4","29","16","157","134","4.3","3","193.647","8.725","173.001","164.231"
"4","29","17","0","79","3","3","75.698","3.71","71.548","65.064"
"4","29","18","0","13","1.8","3","12.539","0.178","12.03","6.709"
"4","29","19","0","0","1.3","3","0","1.3","0","0"
"4","29","20","0","0","0.7","3","0","0.7","0","0"
"4","29","21","0","0","0.2","4","0","0.2","0","0"
"4","29","22","0","0","0.5","4","0","0.5","0","0"
"4","29","23","0","0","0.9","5","0","0.9","0","0"
"4","30","0","0","0","1.2","6","0","1.2","0","0"
"4","30","1","0","0","1","6","0","1","0","0"
"4","30","2","0","0","0.7","6","0","0.7","0","0"
"4","30","3","0","0","0.5","6","0","0.5","0","0"
"4","30","4","0","22","0.9","6","20.123","-0.221","19.339","13.882"
"4","30","5","42","105","1.2","6","100.04","1.733","93.03","86.094"
"4","30","6","33","167","1.6","7","173.205","3.584","162.195","153.687"
"4","30","7","31","225","1.7","7","236.588","4.981","221.658","211.656"
"4","30","8","3","130","1.9","7","128.388","3.266","121.55","113.988"
"4","30","9","3","150","2","7","148.601","3.573","140.527","132.53"
"4","30","10","3","165","2.7","7","163.832","4.592","154.263","145.944"
"4","30","11","3","169","3.3","7","167.972","5.297","157.685","149.285"
"4","30","12","3","158","4","8","156.964","5.645","147.13","138.979"
"4","30","13","3","140","4.3","9","138.845","5.517","130.213","122.454"
"4","30","14","3","117","4.5","10","115.753","5.269","108.658","101.382"
"4","30","15","3","91","4.8","11","89.792","5.138","84.298","77.548"
"4","30","16","3","63","4.8","9","62.051","4.723","58.278","52.065"
"4","30","17","0","35","4.8","7","33.788","4.144","31.876","26.182"
"4","30","18","0","6","4.9","6","5.78","3.55","5.467","0.266"
"4","30","19","0","0","5.4","4","0","5.4","0","0"
"4","30","20","0","0","5.8","3","0","5.8","0","0"
"4","30","21","0","0","6.3","3","0","6.3","0","0"
"4","30","22","0","0","6.9","4","0","6.9","0","0"
"4","30","23","0","0","7.7","5","0","7.7","0","0"
"5","1","0","0","0","8.4","5","0","8.4","0","0"
"5","1","1","0","0","8.4","4","0","8.4","0","0"
"5","1","2","0","0","8.4","3","0","8.4","0","0"
"5","1","3","0","0","8.4","3","0","8.4","0","0"
"5","1","4","0","52","8.4","3","37.513","7.304","34.912","29.16"
"5","1","5","3","52","8.4","3","50.123","7.795","46.385","40.409"
"5","1","6","2","79","8.5","4","77.016","8.704","71.146","64.67"
"5","1","7","3","106","7.5","3","104.29","8.595","96.445","89.436"
"5","1","8","3","131","6.4","3","129.37","8.312","119.846","112.321"
"5","1","9","3","152","5.4","4","150.576","7.723","139.872","131.89"
"5","1","10","3","166","6.7","4","164.819","9.469","151.947","143.683"
"5","1","11","3","169","8.1","4","167.967","11.008","153.806","145.499"
"5","1","12","3","159","9.5","4","157.952","12.176","143.891","135.816"
"5","1","13","3","141","9.3","4","139.831","11.476","127.774","120.07"
"5","1","14","3","118","9","4","116.736","10.52","107.107","99.865"
"5","1","15","3","92","8.8","4","90.773","9.575","83.595","76.86"
"5","1","16","3","64","8.4","3","63.027","8.379","58.268","52.055"
"5","1","17","0","36","8","3","34.755","7.05","32.381","26.677"
"5","1","18","0","7","7.6","3","6.745","5.723","6.32","1.104"
"5","1","19","0","0","7.4","2","0","7.4","0","0"
"5","1","20","0","0","7.2","2","0","7.2","0","0"
"5","1","21","0","0","7","2","0","7","0","0"
"5","1","22","0","0","6.6","2","0","6.6","0","0"
"5","1","23","0","0","6.3","2","0","6.3","0","0"
"5","2","0","0","0","5.9","2","0","5.9","0","0"
"5","2","1","0","0","5.7","2","0","5.7","0","0"
"5","2","2","0","0","5.5","2","0","5.5","0","0"
"5","2","3","0","0","5.3","2","0","5.3","0","0"
"5","2","4","0","23","5.2","2","21.068","3.32","19.946","14.478"
"5","2","5","3","52","5","2","50.176","4.147","47.169","41.177"
"5","2","6","3","80","4.9","3","78.312","5.112","73.432","66.91"
"5","2","7","3","107","5.5","2","105.269","6.763","98.13","91.084"
"5","2","8","35","280","6","2","305.776","13.826","276.211","264.724"
"5","2","9","40","322","6.6","2","359.67","17.106","320.38","307.608"
"5","2","10","242","358","7.6","2","602.32","25.735","515.531","496.217"
"5","2","11","436","297","8.6","2","739.823","31.846","615.05","591.854"
"5","2","12","695","185","9.6","3","856.081","33.672","705.191","678.161"
"5","2","13","661","178","9.9","3","767.414","32.031","636.412","612.335"
"5","2","14","643","154","10.2","3","645.949","28.798","541.391","521.103"
"5","2","15","669","112","10.5","4","510.212","23.596","430.512","414.222"
"5","2","16","657","59","9.9","3","320.865","18.76","259.853","248.822"
"5","2","17","0","206","9.3","2","190.713","14.578","171.887","163.145"
"5","2","18","0","45","8.7","2","38.385","8.431","35.549","29.784"
"5","2","19","0","0","8","2","0","8","0","0"
"5","2","20","0","0","7.3","2","0","7.3","0","0"
"5","2","21","0","0","6.6","2","0","6.6","0","0"
"5","2","22","0","0","4.7","1","0","4.7","0","0"
"5","2","23","0","0","2.8","1","0","2.8","0","0"
"5","3","0","0","0","0.9","1","0","0.9","0","0"
"5","3","1","0","0","0.7","1","0","0.7","0","0"
"5","3","2","0","0","0.4","1","0","0.4","0","0"
"5","3","3","0","0","0.2","1","0","0.2","0","0"
"5","3","4","0","80","1.9","1","45.133","0.701","43.207","37.293"
"5","3","5","233","116","3.6","1","134.547","5.989","112.906","105.537"
"5","3","6","251","184","5.3","2","262.32","11.903","227.788","217.625"
"5","3","7","325","232","6.4","2","406.19","18.137","353.155","339.383"
"5","3","8","412","255","7.5","2","550.504","24.297","471.145","453.443"
"5","3","9","653","198","8.6","3","758.541","29.486","636.29","612.218"
"5","3","10","423","301","9.1","3","715.018","29.54","600.911","578.289"
"5","3","11","336","334","9.5","3","676.367","28.746","570.789","549.364"
"5","3","12","134","360","10","3","500.937","24.389","431.569","415.243"
"5","3","13","123","325","9.7","3","442.969","21.881","385.957","371.144"
"5","3","14","40","251","9.3","3","281.507","16.822","250.927","240.142"
"5","3","15","43","195","9","4","218.498","13.581","197.092","187.724"
"5","3","16","60","134","8.5","4","154.772","11.243","139.336","131.367"
"5","3","17","0","109","8.1","4","103.679","9.321","95.645","88.653"
"5","3","18","0","26","7.6","5","24.519","6.709","22.878","17.355"
"5","3","19","0","0","6.4","4","0","6.4","0","0"
"5","3","20","0","0","5.2","4","0","5.2","0","0"
"5","3","21","0","0","4","4","0","4","0","0"
"5","3","22","0","0","3.8","5","0","3.8","0","0"
"5","3","23","0","0","3.7","6","0","3.7","0","0"
"5","4","0","0","0","3.5","7","0","3.5","0","0"
"5","4","1","0","0","2.6","6","0","2.6","0","0"
"5","4","2","0","0","1.7","5","0","1.7","0","0"
"5","4","3","0","0","0.8","5","0","0.8","0","0"
"5","4","4","0","140","2.2","4","29.591","1.031","28.289","22.663"
"5","4","5","627","66","3.7","3","141.002","5.624","96.805","89.788"
"5","4","6","595","122","5.1","3","319.141","12.535","263.362","252.234"
"5","4","7","580","167","7.2","2","478.387","21.409","405.628","390.172"
"5","4","8","757","122","9.2","2","659.823","29.526","548.843","528.27"
"5","4","9","767","142","11.3","2","792.817","36.195","643.444","619.073"
"5","4","10","772","155","12","2","880.309","39.908","702.822","675.897"
"5","4","11","773","158","12.8","3","913.033","38.677","733.815","705.504"
"5","4","12","769","149","13.5","4","885.232","36.458","719.251","691.596"
"5","4","13","667","177","13.3","3","773.372","35.548","630.433","606.604"
"5","4","14","382","231","13.2","3","531.278","28.676","446.446","429.609"
"5","4","15","306","193","13","3","377.066","23.45","321.508","308.702"
"5","4","16","497","101","12.5","2","302.376","21.517","246.443","235.78"
"5","4","17","0","148","11.9","2","139.317","15.471","125.063","117.421"
"5","4","18","0","38","11.4","2","33.861","10.759","31.041","25.363"
"5","4","19","0","0","10.2","3","0","10.2","0","0"
"5","4","20","0","0","9.1","4","0","9.1","0","0"
"5","4","21","0","0","7.9","5","0","7.9","0","0"
"5","4","22","0","0","7.9","4","0","7.9","0","0"
"5","4","23","0","0","7.8","4","0","7.8","0","0"
"5","5","0","0","0","7.8","4","0","7.8","0","0"
"5","5","1","0","0","7.8","3","0","7.8","0","0"
"5","5","2","0","0","7.7","3","0","7.7","0","0"
"5","5","3","0","0","7.7","3","0","7.7","0","0"
"5","5","4","0","26","8.3","2","23.62","6.71","22.039","16.532"
"5","5","5","44","114","8.8","1","109.642","10.118","98.343","91.292"
"5","5","6","34","175","9.4","1","181.45","14.15","162.337","153.826"
"5","5","7","32","233","9.3","0","245.057","19.963","214.86","205.036"
"5","5","8","3","134","9.3","0","132.313","15.84","118.553","111.058"
"5","5","9","3","155","9.2","0","153.526","15.095","138.043","130.104"
"5","5","10","3","170","9.3","0","168.768","16.19","151.007","142.765"
"5","5","11","3","172","9.5","1","170.927","14.315","154.234","145.916"
"5","5","12","3","163","9.6","2","161.903","13.205","146.817","138.674"
"5","5","13","3","145","9.7","2","143.775","12.682","130.678","122.908"
"5","5","14","3","121","9.9","2","119.688","12.02","109.091","101.806"
"5","5","15","3","95","10","3","93.72","10.992","85.776","78.994"
"5","5","16","3","68","9.8","2","66.928","9.959","61.458","55.181"
"5","5","17","0","40","9.5","1","38.624","8.409","35.774","30.004"
"5","5","18","0","11","9.3","1","10.605","6.877","9.888","4.606"
"5","5","19","0","0","8.9","1","0","8.9","0","0"
"5","5","20","0","0","8.5","2","0","8.5","0","0"
"5","5","21","0","0","8.1","3","0","8.1","0","0"
"5","5","22","0","0","7.9","3","0","7.9","0","0"
"5","5","23","0","0","7.8","3","0","7.8","0","0"
"5","6","0","0","0","7.6","4","0","7.6","0","0"
"5","6","1","0","0","7.5","4","0","7.5","0","0"
"5","6","2","0","0","7.4","4","0","7.4","0","0"
"5","6","3","0","0","7.3","4","0","7.3","0","0"
"5","6","4","0","27","7","4","24.464","5.667","22.93","17.406"
"5","6","5","3","55","6.7","4","53.136","6.183","49.521","43.483"
"5","6","6","3","83","6.4","4","81.239","6.699","75.667","69.098"
"5","6","7","2","110","6.6","3","107.674","7.799","99.949","92.863"
"5","6","8","3","134","6.7","2","132.311","9.007","122.201","114.624"
"5","6","9","3","156","6.9","2","154.511","10.052","142.075","134.042"
"5","6","10","3","170","7.2","2","168.762","10.926","154.59","146.263"
"5","6","11","3","173","7.4","2","171.915","11.301","157.218","148.829"
